""Prd.code (SKU)""	""Company""	""Naam intern""	""Standaard leverancier""	""Productgroep""	""Werksoort""	""Kostenplaats""	""Uursoort""	""Kortingsgroep""	""Valuta""	""Verkoopprijs product (standaard)""
""MSNFWDR-ENT-5Y""	""MUN""	""Vuurwerkportal entree per jaar (5 jaar contract)""	""""	""LSERM InsightNow Lease, recurring, month""	""diensten/abonnement""	""""	""""	""""	""""	""1.950,00""
""MSNFWDR-EXT-1M""	""MUN""	""Verlenging van de vuurwerkdetectie meetperiode met 1 maand""	""""	""LSERM InsightNow Lease, recurring, month""	""diensten/abonnement""	""""	""""	""""	""""	""0,00""
""MSNFWDR-EXT-2M""	""MUN""	""Verlenging van de vuurwerkdetectie meetperiode met 2 maanden""	""""	""LSERM InsightNow Lease, recurring, month""	""diensten/abonnement""	""""	""""	""""	""""	""0,00""
""MSNFWDR-INST""	""MUN""	""Jaarlijkse fee voor plaatsing, verwijdering en monitoring tijdens vuurwerkperiode""	""""	""LSERM InsightNow Lease, recurring, month""	""diensten/abonnement""	""""	""""	""""	""""	""0,00""
""MSNGLIRY-05""	""MUN""	""Optie: GLIMI portal connectie bij 1.. 4 meetpunten, periodiek, per meetpunt per jaar""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""100,00""
""MSNGLIRY-25""	""MUN""	""Optie op Essential of Professional: GLIMI portal connectie bij 5.. 25 meetpunten, periodiek, per meetpunt per jaar""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""75,00""
""MSNGLIRY-99""	""MUN""	""Optie op Essential of Professional: GLIMI portal connectie bij 25+ meetpunten, periodiek, per meetpunt per jaar""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""0,00""
""MSNHS1N""	""MUN""	""Horecasense portal usage, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""0,00""
""MSNHS1N-BASIS""	""MUN""	""HorecaSense Basis""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Noise""	""""	""""	""""	""1.195,00""
""MSNHS1N-EXPERT""	""MUN""	""HorecaSense Expert""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Noise""	""""	""""	""""	""1.695,00""
""MSNHS1N-KIT1""	""MUN""	""HorecaSense KIT 1""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Noise""	""""	""""	""""	""1.495,00""
""MSNHS1N-LEUVEN""	""MUN""	""HorecaSense Leuven""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Noise""	""""	""""	""""	""898,00""
""MSNHS1N-PRO""	""MUN""	""HorecaSense Pro""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Noise""	""""	""""	""""	""1.555,00""
""MSNHS1RQ""	""MUN""	""Horecasense portal usage, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""41,75""
""MSNHS1RY3""	""MUN""	""HorecaSense portal usage, per 3 years""	""""	""ISPRY3 InsightNow Platform, recurring per 3 year""	""""	""Noise""	""""	""""	""""	""648,00""
""MSNHS1RY3-EXP""	""MUN""	""HorecaSense Expert portal usage, per 3 years (incl. correlation function)""	""""	""ISPRY3 InsightNow Platform, recurring per 3 year""	""""	""Noise""	""""	""""	""""	""915,45""
""MSNHS1RY3-PRO""	""MUN""	""HorecaSense Pro portal usage, per 3 years (incl. correlation function)""	""""	""ISPRY3 InsightNow Platform, recurring per 3 year""	""""	""Noise""	""""	""""	""""	""501,00""
""MSNHS1RY-BASIS""	""MUN""	""Horecasense portal usage, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""239,00""
""MSNHS1RY-EXPERT""	""MUN""	""Horecasense Expert portal usage, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""359,00""
""MSNHS2N-BASNP8""	""MUN""	""HorecaSense Basis with NP8 sound meter and 3 years online Basis portal with basic fuctionalities for continous measuring and registration of sound levels in music venues, real-time. Suitable for indoor use""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Noise""	""""	""""	""""	""995,00""
""MSNHS2N-BASNP9""	""MUN""	""HorecaSense Basis with NP9 sound meter and 3 years online Basis portal with basic fuctionalities for continous measuring and registration of sound levels in music venues, real-time. Suitable for indoor and outdoor use.""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Noise""	""""	""""	""""	""1.045,00""
""MSNHS2N-EXPNP8""	""MUN""	""HorecaSense Expert with NP8 sound meter and 3 years online Expert portal with advanced functionalities for continous measuring and registration of sound levels in music venues, real-time. Suitable for indoor use.""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Noise""	""""	""""	""""	""1.495,00""
""MSNHS2N-EXPNP9""	""MUN""	""HorecaSense Expert with NP9 sound meter and 3 years online Expert portal with advanced functionalities for continous measuring and registration of sound levels in music venues and outdoor spaces, real-time. Suitable for indoor and outdoor use.""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Noise""	""""	""""	""""	""1.645,00""
""MSNHS2N-LEUVEN""	""MUN""	""HorecaSense Leuven 2024""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Noise""	""""	""""	""""	""898,00""
""MSNHS2N-LEUVEN-NP8A""	""MUN""	""Replacement model NP8, Indoor noise processing monitoring station class 2, for levels, 1/3 octave spectrum, audiostreaming, peakdetection and suitable for running noise recognition ML models. WiFi, IP54. for Leuven customers Non-recurring""	""""	""ISNN InsightNow Network, non recurring""	""""	""Noise""	""""	""""	""""	""699,00""
""MSNHSMRY-05""	""MUN""	""Option: central management Horecasense by 1..4 measurement points, recurring, per measurement point per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""50,00""
""MSNHSMRY-05""	""MUN""	""Option: central management Horecasense by 1..4 measurement points, recurring, per measurement point per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""50,00""
""MSNHSMRY-25""	""MUN""	""Option: central management Horecasense by 5..24 measurement points, recurring, per measurement point per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""40,00""
""MSNHSMRY-25""	""MUN""	""Option: central management Horecasense by 5..24 measurement points, recurring, per measurement point per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""40,00""
""MSNHSMRY-99""	""MUN""	""Option: central management Horecasense by >25 measurement points, recurring, per measurement point per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""30,00""
""MSNHSMRY-99""	""MUN""	""Option: central management Horecasense by >25 measurement points, recurring, per measurement point per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""30,00""
""MSNID1RY-STD""	""MUN""	""Portal subscription per Information Display, inclusief telecom,  per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""450,00""
""MSNMODRY-HMRI OUD""	""MUN""	""""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""300,00""
""MSNMSARS-NPPWR""	""MUN""	""Starting rate for the rental of additional Power (solar/accu) for the NPx type of monitoring stations""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""40,00""
""MSNMSARS-POLE""	""MUN""	""Pole max 6 m, rental starting rate""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""40,00""
""MSNMSARW""	""MUN""	""Rental rate A, per week multiplied by number of cat. A objects (like pole, solar NPx, battery NPx)""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""40,00""
""MSNMSBRM""	""MUN""	""Rental rate B, per Month multiplied by number of cat. B objects""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""69,80""
""MSNMSBRS-GD1""	""MUN""	""Starting rate Cat. B: for the rental of an GD1 Klasse 2 noise Monitoring Station met richtingdetectie""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""385,00""
""MSNMSBRS-NP2""	""MUN""	""Starting rate Cat. B: for the rental of an NP2 Klasse 2 noise Monitoring Station""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""385,00""
""MSNMSBRS-NP9""	""MUN""	""Starting rate Cat. B: for the rental of an NP9 Klasse 2 noise Monitoring Station for wallmounting""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""285,00""
""MSNMSBRS-NP9-CL1""	""MUN""	""Starting rate Cat. B: for the rental of an NP9 Klasse 1 noise Monitoring Station with detachable Microphone for indoor Use""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""285,00""
""MSNMSBRS-SP7""	""MUN""	""Starting rate Cat. B: for the rental of an SP7 Klasse 2 noise Monitoring Station""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""385,00""
""MSNMSBRS-WHS""	""MUN""	""Starting rate Cat. B: for the rental of a THIES weather Monitoring Station (Temp, Humidity, windspeed, wind direction, rainfall,..)""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""385,00""
""MSNMSBRW""	""MUN""	""Rental rate B, per week multiplied by number of cat. B objects""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""165,00""
""MSNMSCRS-NP4""	""MUN""	""Starting rate Cat. C: for the rental of an NP4 Klasse 1 noise Monitoring Station (non PTB certified)""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""495,00""
""MSNMSCRW""	""MUN""	""Rental rate C, per week multiplied by number of cat. C objects""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""200,00""
""MSNMSDRM""	""MUN""	""Rental rate D, per Month week multiplied by number of cat. D objects""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""161,97""
""MSNMSDRS-SPC""	""MUN""	""Starting rate Cat. D: for the rental of a SPC certified class 1 noise Monitoring station""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""595,00""
""MSNMSDRW""	""MUN""	""Rental rate D, per week multiplied by number of cat. D objects""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""265,00""
""MSNMSFRS-INSUR""	""MUN""	""Rental raise of 10% for insurance of equipment.""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""0,00""
""MSNMSFRS-SPEED""	""MUN""	""Rental rate F, speed delivery (within 2 weeks) +10%""	""""	""RNT InsightNow Rentals""	""""	""Noise""	""""	""""	""""	""0,00""
""MSNMSRD-PARTNER""	""MUN""	""Partner koring bij verhuur producten geluid""	""""	""RNT InsightNow Rentals""	""""	""""	""""	""""	""""	""0,00""
""MSNNMAN-ESS""	""MUN""	""Cat. A Noise Monitoring services - essential, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""225,00""
""MSNNMAN-EXP""	""MUN""	""Cat. A Noise Monitoring services - expert""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""435,00""
""MSNNMARY-ESS""	""MUN""	""Cat. A Noise monitoring services - essential, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""435,00""
""MSNNMARY-EXP""	""MUN""	""Cat. A Noise monitoring services - expert per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""765,00""
""MSNNMBN-ESS""	""MUN""	""Cat. B Noise Monitoring services - essential, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""325,00""
""MSNNMBN-EXP""	""MUN""	""Cat. B Noise Monitoring services - expert, non recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""435,00""
""MSNNMBN-PRO""	""MUN""	""Cat. B Noise Monitoring services - professional, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""665,00""
""MSNNMBRY-ESS""	""MUN""	""Cat. B Noise monitoring services - essential, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""765,00""
""MSNNMBRY-EXP""	""MUN""	""Cat. B Noise monitoring services - expert, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""1.195,00""
""MSNNMBRY-PRO""	""MUN""	""Cat. B  Noise monitoring services - professional, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""1.645,00""
""MSNNMCN-ESS""	""MUN""	""Cat. C Noise Monitoring services - essential, eenmalig""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""325,00""
""MSNNMCN-EXP""	""MUN""	""Cat. C Noise Monitoring services - expert, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""435,00""
""MSNNMCN-PRO""	""MUN""	""Cat. C Noise Monitoring services - professional, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""655,00""
""MSNNMCRY-ESS""	""MUN""	""Cat. C Noise monitoring services - essential, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""1.195,00""
""MSNNMCRY-PRO""	""MUN""	""Cat. C  Noise monitoring services - professional, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""2.245,00""
""MSNNMEN-ESS""	""MUN""	""Cat. E, cityListener Noise Monitoring services - essential, eenmalig""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""345,00""
""MSNNMERY-ESS""	""MUN""	""Cat. E, Citylistener Noise monitoring services - essential, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""625,00""
""MSNNMSN-AUD""	""MUN""	""Acquire data audio streaming (addition to noise monitoring -STD or -EXT), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""35,00""
""MSNNMSN-CON""	""MUN""	""Construction viewset setup fee, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""572,25""
""MSNNMSN-COR""	""MUN""	""Correlation feature setup fee, method and reporting for noise monitoring, non recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""127,05""
""MSNNMSN-EXT""	""MUN""	""Acquire data noise monitoring (LAeq, LCeq, LAmax, LAtm5, LCpeak, 1/3 octave or 1/1 octave), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""35,00""
""MSNNMSN-GLIMI""	""MUN""	""GLIMI setup cost""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""750,00""
""MSNNMSN-HRMI""	""MUN""	""HRMI method and reporting for noiseMonitoring, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""295,00""
""MSNNMSN-STD3D""	""MUN""	""Acquire data noise monitoring (LAeq, LCeq, LAmax, LAtm5, Azimuth and Elevation for LA and LC), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""35,00""
""MSNNMSN-STDC1""	""MUN""	""Acquire data noise monitoring (LAeq, LCeq, LAmax, LAtm5, LCpeak), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""35,00""
""MSNNMSN-STDC2""	""MUN""	""Acquire data noise monitoring (LAeq, LCeq, LAmax), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""35,00""
""MSNNMSN-WEATHER""	""MUN""	""Acquire data noise monitoring (LAeq, LCeq, LAmax, LAtm5, LCpeak, 1/3 octave or 1/1 octave), non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""35,00""
""MSNNMSRH-AUD""	""MUN""	""Acquire data audio streaming (addition to noise monitoring -STD or -EXT), per half year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""150,00""
""MSNNMSRH-EXT""	""MUN""	""Acquire data noise monitoring (LAeq, LCeq, LAmax, LAtm5, LCpeak, 1/3 octave or 1/1 octave), per 6 months""	""""	""ISPRH InsightNow Platform, recurring per 6 months""	""""	""Noise""	""""	""""	""""	""150,00""
""MSNNMSRQ-AUD""	""MUN""	""Acquire data audio streaming (addition to noise monitoring -STD or -EXT), per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""75,00""
""MSNNMSRQ-EXT""	""MUN""	""Acquire data noise monitoring (LAeq, LCeq, LAmax, LAtm5, LCpeak, 1/3 octave or 1/1 octave), per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""75,00""
""MSNNMSRQ-STD3D""	""MUN""	""Acquire data noise monitoring (LAeq, LCeq, LAmax, LAtm5, Azimuth and Elevation for LA and LC), per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""60,00""
""MSNNMSRQ-STDC1""	""MUN""	""Acquire data noise monitoring (LAeq, LCeq, LAmax, LAtm5, LCpeak), per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""45,00""
""MSNNMSRQ-STDC2""	""MUN""	""Acquire data noise monitoring (LAeq, LCeq, LAmax), per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""45,00""
""MSNNMSRY-AUD""	""MUN""	""Portal subscription for audio streaming (addition to the noise monitoring subscription -STD or -EXT), per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Noise""	""""	""""	""""	""350,00""
""MSNNMSRY-CON""	""MUN""	""Subscription construction viewset and dashboards, insight in building and construction noise, per year""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""803,25""
""MSNNMSRY-COR-001""	""MUN""	""Correlation functionality with which one correlation can be made between 2 sound meters that are to be defined, per year""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Noise""	""""	""""	""""	""367,50""
