""Volgnr.""	""Debiteur nr.""	""Debiteur""	""Project""	""Intern steekwoord""	""account manager""	""Factuurdatum""	""Periode""	""Tot. vrk. ex. BTW (CC)""	""Tot. vrk. in. BTW (CC)""	""Betaald (CC)""	""Openstaand (CC)""
""VFA2202075""	""DE1900202""	""Gemeente Vijfheerenlanden""	""SCA160012 Vianen, water""	""""	""Hans Mulder""	""31-01-2022""	""2022/01""	""2.113,02""	""2.556,75""	""2.556,75""	""0,00""
""VFA2202074""	""DE1600014""	""Provincie Utrecht""	""SCA170124 Provincie Utrecht, uitbreiding netwerk,""	""""	""Omar Jarmohamed""	""31-01-2022""	""2022/01""	""3.452,50""	""4.177,53""	""4.177,53""	""0,00""
""VFA2202073""	""DE1700132""	""Provincie Limburg""	""SCA200418 Leudal, onderhoud meetnet""	""""	""""	""31-01-2022""	""2022/01""	""4.143,55""	""5.013,70""	""5.013,70""	""0,00""
""VFA2202072""	""DE1600028""	""Vitens N.V.""	""SCA210488 Vitens contract 15xLV5, 42xLV4""	""""	""""	""31-01-2022""	""2022/01""	""8.232,86""	""9.961,76""	""9.961,76""	""0,00""
""VFA2202071""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA220551 1xLV7 Uitbreiding project Zevenaar; Waterbuffering""	""""	""Rene Tjong""	""31-01-2022""	""2022/01""	""492,75""	""596,23""	""596,23""	""0,00""
""VFA2202070""	""DE1600028""	""Vitens N.V.""	""""	""""	""Irene Barten""	""31-01-2022""	""2022/01""	""480,00""	""580,80""	""580,80""	""0,00""
""VFA2202069""	""A0008""	""LBP Sight""	""SCA210540 2xNP2""	""""	""Irene Barten""	""31-01-2022""	""2022/01""	""4.924,56""	""5.958,72""	""5.958,72""	""0,00""
""VFA2202068""	""DE1800176""	""Sweco Nederland B.V.""	""SCA220550 2xLV7-Projectnummer: 51002734""	""""	""Irene Barten""	""31-01-2022""	""2022/01""	""1.139,50""	""1.378,80""	""1.378,80""	""0,00""
""VFA2202067""	""DE1800176""	""Sweco Nederland B.V.""	""SCA220549 3xLV7-Projectnummer: 51002734""	""""	""Irene Barten""	""31-01-2022""	""2022/01""	""1.777,50""	""2.150,78""	""2.150,78""	""0,00""
""VFA2202066""	""DE1800176""	""Sweco Nederland B.V.""	""SCA220548 2xLV7 -Projectnummer: 51002734""	""""	""Irene Barten""	""31-01-2022""	""2022/01""	""1.185,00""	""1.433,85""	""1.433,85""	""0,00""
""VFA2202065""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""""	""""	""Irene Barten""	""31-01-2022""	""2022/01""	""800,00""	""968,00""	""968,00""	""0,00""
""VFA2202064""	""DE1700112""	""Gemeente Barneveld""	""SCA180251 3x klasse 1 Geluidsmeters""	""""	""Irene Barten""	""31-01-2022""	""2022/02""	""3.507,00""	""4.243,47""	""4.243,47""	""0,00""
""VFA2202063""	""DE2000241""	""TB-Expertise BV""	""SCA220547 1xSPC""	""""	""George Boersma""	""31-01-2022""	""2022/01""	""6.182,80""	""7.481,19""	""7.481,19""	""0,00""
""VFA2202062""	""DE1600068""	""AKRON""	""""	""""	""George Boersma""	""24-01-2022""	""2022/01""	""48,00""	""48,00""	""48,00""	""0,00""
""VFA2202061""	""A0019""	""Eco Environmental & Acoustic Engineering""	""SCA180258 10xSPA""	""""	""""	""24-01-2022""	""2022/01""	""9.900,00""	""9.900,00""	""9.900,00""	""0,00""
""VFA2202060""	""DE1700135""	""Sagatron""	""SCA170175 Sagatron Noise monitoring class 1""	""""	""""	""20-01-2022""	""2022/01""	""2.096,60""	""2.096,60""	""2.096,60""	""0,00""
""VFA2202059""	""DE2000250""	""SoundAppraisal BV""	""""	""""	""""	""20-01-2022""	""2022/01""	""1.000,00""	""1.210,00""	""1.210,00""	""0,00""
""VFA2202058""	""A0000""	""Aveco de Bondt B.V.""	""SCA170095 AVECO_portal-projectnummer 215753 250""	""""	""Hans Mulder""	""17-01-2022""	""2022/01""	""36.759,19""	""44.478,62""	""44.478,62""	""0,00""
""VFA2202057""	""DE2000241""	""TB-Expertise BV""	""SCA220547 1xSPC""	""""	""George Boersma""	""13-01-2022""	""2022/01""	""695,00""	""840,95""	""840,95""	""0,00""
""VFA2202056""	""DE2100275""	""Aeres Milieu""	""SCA220546 6xLV7""	""""	""Irene Barten""	""10-01-2022""	""2022/01""	""3.445,20""	""4.168,69""	""4.168,69""	""0,00""
""VFA2102055""	""DE2100269""	""Geofoxx B.V.""	""SCA210542 17xLV7-Lange Rekken-Tilburg""	""""	""Irene Barten""	""31-12-2021""	""2021/12""	""8.529,75""	""10.321,00""	""10.321,00""	""0,00""
""VFA2102054""	""DE2100288""	""Welding Group Piping en Montage BV""	""SCA210541 3xNP4""	""""	""Irene Barten""	""30-12-2021""	""2021/12""	""11.733,34""	""14.197,34""	""14.197,34""	""0,00""
""VFA2102053""	""DE2000252""	""Sweco Belgium BV""	""SCA210543 2xLV7- 4009380189""	""""	""Irene Barten""	""30-12-2021""	""2021/12""	""1.149,88""	""1.149,88""	""1.149,88""	""0,00""
""VFA2102052""	""DE2100285""	""Mateboer Milieutechniek B.V.""	""SCA210544 2xLV7-Projectnr: BO2021-AM, Klusptojectnr: BO21510""	""""	""Rene Tjong""	""30-12-2021""	""2021/12""	""1.302,80""	""1.576,39""	""1.576,39""	""0,00""
""VFA2102051""	""DE2100282""	""Ortageo""	""SCA210537 119x LV-project 215631""	""""	""Irene Barten""	""30-12-2021""	""2021/12""	""57.246,40""	""69.268,14""	""69.268,14""	""0,00""
""VFA2102050""	""A0000""	""Aveco de Bondt B.V.""	""""	""""	""Irene Barten""	""30-12-2021""	""2021/12""	""19.970,60""	""24.164,43""	""24.164,43""	""0,00""
""VFA2102049""	""DE1800163""	""Aequator Groen & Ruimte bv""	""""	""""	""Irene Barten""	""30-12-2021""	""2021/12""	""240,00""	""290,40""	""290,40""	""0,00""
""VFA2102048""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA200440 Aanbesteding Zuid Holland-Lease-IBL77940.01""	""""	""Hans Mulder""	""21-12-2021""	""2021/12""	""29.883,41""	""36.158,93""	""36.158,93""	""0,00""
""VFA2102047""	""DE2100257""	""Hanab Telecom Netwerk Solutions bv""	""SCA210536 4x NP2""	""""	""Irene Barten""	""21-12-2021""	""2021/12""	""6.015,33""	""7.278,55""	""7.278,55""	""0,00""
""VFA2102046""	""DE1600069""	""MIP Electronics""	""SCA170212 Class 1 system for city of Kuopio""	""""	""Mirjam Stevens""	""20-12-2021""	""2021/12""	""675,00""	""675,00""	""675,00""	""0,00""
""VFA2102045""	""DE1600068""	""AKRON""	""SCA180224 D2S Internationaal -2xSPA-1xPSC""	""SPC voor DS International""	""George Boersma""	""20-12-2021""	""2021/12""	""3.078,50""	""3.078,50""	""3.078,50""	""0,00""
""VFA2102044""	""DE2100286""	""Boven de Planken B.V.""	""SCA210538 Horecasenseset""	""""	""Rene Tjong""	""20-12-2021""	""2021/12""	""1.766,00""	""2.136,86""	""2.136,86""	""0,00""
""VFA2102043""	""A0000""	""Aveco de Bondt B.V.""	""""	""""	""Irene Barten""	""16-12-2021""	""2021/12""	""2.160,00""	""2.613,60""	""2.613,60""	""0,00""
""VFA2102042""	""DE1600014""	""Provincie Utrecht""	""SCA170124 Provincie Utrecht, uitbreiding netwerk,""	""""	""Omar Jarmohamed""	""13-12-2021""	""2021/12""	""3.452,50""	""4.177,53""	""4.177,53""	""0,00""
""VFA2102041""	""DE2000248""	""Aarhus Vand Forsyning A/S""	""SCA210534 20xLV6 Aarhus""	""""	""Hans Mulder""	""13-12-2021""	""2021/12""	""10.333,80""	""10.333,80""	""10.333,80""	""0,00""
""VFA2102040""	""DE1800183""	""Gemeente Venray""	""SCA180291 Permanente geluidsmetingen""	""""	""""	""09-12-2021""	""2021/12""	""5.958,90""	""7.210,27""	""7.210,27""	""0,00""
""VFA2102039""	""DE1800186""	""RUD Utrecht""	""SCA200446 SPC""	""""	""""	""09-12-2021""	""2021/12""	""1.035,30""	""1.252,71""	""1.252,71""	""0,00""
""VFA2102038""	""DE2000251""	""THV RoTS""	""SCA200444 140xLV5""	""""	""""	""09-12-2021""	""2021/12""	""16.371,00""	""16.371,00""	""16.371,00""	""0,00""
""VFA2102037""	""DE2000254""	""MCS""	""SCA200452 MCS Terminal Westerbroek NP2""	""""	""""	""09-12-2021""	""2021/12""	""1.379,78""	""1.669,53""	""1.669,53""	""0,00""
""VFA2102036""	""G0035""	""Gemeente Emmen""	""SCA170068 Gemeente Emmen, geluid""	""""	""Sander den Houdijker""	""09-12-2021""	""2021/12""	""2.000,22""	""2.420,27""	""2.420,27""	""0,00""
""VFA2102035""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA190367 71x  LV5's; Project Groningen -AVECO-PORTAL""	""""	""""	""09-12-2021""	""2021/12""	""48,00""	""58,08""	""58,08""	""0,00""
""VFA2102034""	""DE1600010""	""Gemeente Roermond""	""SCA160037 Gemeente Roermond, msspag70107""	""""	""Omar Jarmohamed""	""09-12-2021""	""2021/12""	""1.200,37""	""1.452,45""	""1.452,45""	""0,00""
""VFA2102033""	""DE1600016""	""Omgevingsdienst Regio Utrecht""	""SCA180300 2e meetset klasse 1""	""""	""""	""09-12-2021""	""2021/12""	""1.277,10""	""1.545,29""	""1.545,29""	""0,00""
""VFA2102032""	""A0000""	""Aveco de Bondt B.V.""	""SCA170095 AVECO_portal-projectnummer 215753 250""	""""	""Hans Mulder""	""09-12-2021""	""2021/12""	""36.755,90""	""44.474,64""	""44.474,64""	""0,00""
""VFA2102031""	""DE1600038""	""Omgevingsdienst Noordzeekanaalgebied (NZKG)""	""SCA210535 1xSPC""	""""	""Irene Barten""	""09-12-2021""	""2021/12""	""6.045,30""	""7.314,81""	""7.314,81""	""0,00""
""VFA2102030""	""G0030""	""Gemeente Leeuwarden""	""SCA200454 Gemeente Leeuwarden, geluid""	""""	""Irene Barten""	""09-12-2021""	""2021/12""	""2.985,00""	""3.611,85""	""3.611,85""	""0,00""
""VFA2102029""	""DE1600068""	""AKRON""	""SCA180267 VAN MOER/antwerp east-2x SPA+2xSPC""	""15261FXXPV""	""George Boersma""	""09-12-2021""	""2021/12""	""3.006,50""	""3.006,50""	""3.006,50""	""0,00""
""VFA2102028""	""DE1900193""	""Ingenieurs Bureau Land""	""""	""""	""""	""09-12-2021""	""2021/12""	""960,00""	""1.161,60""	""1.161,60""	""0,00""
""VFA2102027""	""DE1600010""	""Gemeente Roermond""	""SCA190377 NP4-msnp4f70007+msnp4f70008""	""""	""Omar Jarmohamed""	""09-12-2021""	""2021/12""	""2.844,56""	""3.441,92""	""3.441,92""	""0,00""
""VFA2102026""	""DE1800186""	""RUD Utrecht""	""SCA180298 2 Complete klasse 1 geluidsmeetsets""	""""	""""	""08-12-2021""	""2021/12""	""2.654,16""	""3.211,53""	""3.211,53""	""0,00""
""VFA2102025""	""G0007""	""Dijk en Waard""	""SCA180290 Geluidssets klasse 1""	""""	""""	""08-12-2021""	""2021/12""	""2.790,74""	""3.376,80""	""3.376,80""	""0,00""
""VFA2102024""	""DE1600006""	""Gemeente Hengelo""	""SCA160060 Gemeente Hengelo, geluid""	""""	""Sander den Houdijker""	""08-12-2021""	""2021/12""	""775,14""	""937,92""	""937,92""	""0,00""
""VFA2102023""	""DE1600006""	""Gemeente Hengelo""	""SCA170208 Horecasensekit gemente Hengelo""	""""	""Mirjam Stevens""	""08-12-2021""	""2021/12""	""167,00""	""202,07""	""202,07""	""0,00""
""VFA2102022""	""DE1600006""	""Gemeente Hengelo""	""SCA180296 Losse gateway zonder SIM""	""""	""Mirjam Stevens""	""08-12-2021""	""2021/12""	""49,98""	""60,48""	""60,48""	""0,00""
""VFA2102021""	""DE1600069""	""MIP Electronics""	""SCA170074 Helsingin Kaivohuone Oy, msspag80115""	""""	""Mirjam Stevens""	""08-12-2021""	""2021/12""	""450,00""	""450,00""	""450,00""	""0,00""
""VFA2102020""	""DE1600069""	""MIP Electronics""	""SCA170153 Ovako Imatra Oy Ab-Order NMS station-msspah80308""	""""	""Mirjam Stevens""	""08-12-2021""	""2021/12""	""360,00""	""360,00""	""360,00""	""0,00""
""VFA2102019""	""DE1800176""	""Sweco Nederland B.V.""	""SCA200449 3x LV5 loggers project Velden 1F""	""""	""""	""08-12-2021""	""2021/12""	""826,00""	""999,46""	""999,46""	""0,00""
""VFA2102018""	""DE1800176""	""Sweco Nederland B.V.""	""SCA200450 5x LV5 loggers project Bovenduist""	""""	""""	""08-12-2021""	""2021/12""	""826,00""	""999,46""	""999,46""	""0,00""
""VFA2102017""	""DE1800188""	""Gemeente Deurne""	""SCA180302 2x vaste meetopstelling Markt - 1x mobiele set""	""""	""""	""09-12-2021""	""2021/12""	""3.028,74""	""3.664,78""	""3.664,78""	""0,00""
""VFA2102016""	""DE1800159""	""BOOT organiserend ingenieursburo B.V. VERVALLEN (dubbele debiteur) (niet meer gebruiken; DE1800152 gebruiken)""	""SCA180303 4x waterniveau meters inclusief portal""	""""	""""	""08-12-2021""	""2021/12""	""642,00""	""776,82""	""776,82""	""0,00""
""VFA2102015""	""DE2000252""	""Sweco Belgium BV""	""SCA200448 3x LV5 - 4009380189-eigen projecten""	""""	""""	""08-12-2021""	""2021/12""	""327,42""	""327,42""	""327,42""	""0,00""
""VFA2102014""	""DE1600012""	""Waterschap Rijn en IJssel""	""SCA200453 10x LV5-Project EDDGI""	""""	""Irene Barten""	""08-12-2021""	""2021/12""	""1.058,70""	""1.281,03""	""1.281,03""	""0,00""
""VFA2102013""	""G0035""	""Gemeente Emmen""	""SCA170083 4x SP4 Gemeente Emmen, geluid""	""""	""Sander den Houdijker""	""07-12-2021""	""2021/12""	""2.105,10""	""2.547,17""	""2.547,17""	""0,00""
""VFA2102012""	""DE2100285""	""Mateboer Milieutechniek B.V.""	""SCA210539 1x LV7-Projectnr. BO2021-AM""	""""	""Rene Tjong""	""07-12-2021""	""2021/12""	""646,40""	""782,14""	""782,14""	""0,00""
""VFA2102011""	""DE1800176""	""Sweco Nederland B.V.""	""""	""""	""Irene Barten""	""07-12-2021""	""2021/12""	""100,00""	""121,00""	""121,00""	""0,00""
""VFA2102010""	""DE2100284""	""Provincie Noord-Holland""	""""	""""	""Irene Barten""	""07-12-2021""	""2021/12""	""7.857,00""	""9.506,97""	""9.506,97""	""0,00""
""VFA2102009""	""DE2100284""	""Provincie Noord-Holland""	""""	""""	""Irene Barten""	""07-12-2021""	""2021/12""	""3.000,00""	""3.630,00""	""3.630,00""	""0,00""
""VFA2102008""	""DE1900193""	""Ingenieurs Bureau Land""	""""	""""	""""	""06-12-2021""	""2021/12""	""960,00""	""1.161,60""	""1.161,60""	""0,00""
""VFA2102007""	""H0094""	""Marktkantine""	""SCA170109 Marktkantine, geluid""	""""	""Irene Barten""	""06-12-2021""	""2021/12""	""83,50""	""101,04""	""101,04""	""0,00""
""VFA2102006""	""H0094""	""Marktkantine""	""SCA170109 Marktkantine, geluid""	""""	""Irene Barten""	""06-12-2021""	""2021/12""	""-167,00""	""-202,07""	""-202,07""	""0,00""
""VFA2102005""	""DE1800185""	""Omgevingsdienst Veluwe""	""SCA180299 Complete klasse 1 geluidsmeetset""	""""	""Irene Barten""	""02-12-2021""	""2021/12""	""1.577,10""	""1.908,29""	""1.908,29""	""0,00""
""VFA2102004""	""DE1800176""	""Sweco Nederland B.V.""	""SCA210531 13xLV7""	""""	""Irene Barten""	""02-12-2021""	""2021/12""	""8.374,38""	""10.133,00""	""10.133,00""	""0,00""
""VFA2102003""	""DE1800176""	""Sweco Nederland B.V.""	""SCA210528 4xLV7""	""""	""Irene Barten""	""02-12-2021""	""2021/12""	""2.392,68""	""2.895,14""	""2.895,14""	""0,00""
""VFA2102002""	""DE1800176""	""Sweco Nederland B.V.""	""SCA210528 4xLV7""	""""	""Irene Barten""	""02-12-2021""	""2021/12""	""-2.590,48""	""-3.134,48""	""-3.134,48""	""0,00""
""VFA2102001""	""DE1800176""	""Sweco Nederland B.V.""	""SCA210531 13xLV7""	""""	""Irene Barten""	""02-12-2021""	""2021/12""	""-9.049,60""	""-10.950,02""	""-10.950,02""	""0,00""
""VFA2102000""	""DE1600068""	""AKRON""	""SCA210533 Brussel SNAP""	""Horecasense Brussel""	""George Boersma""	""01-12-2021""	""2021/12""	""1.036,00""	""1.036,00""	""1.036,00""	""0,00""
""VFA2101999""	""DE1600012""	""Waterschap Rijn en IJssel""	""SCA210526 11xLV5-Landgoederenzone Baaksebeek""	""""	""Irene Barten""	""01-12-2021""	""2021/12""	""6.477,57""	""7.837,86""	""7.837,86""	""0,00""
""VFA2101998""	""DE1600068""	""AKRON""	""SCA210460 AKRON GENT 10x SPC""	""""	""George Boersma""	""30-11-2021""	""2021/11""	""1.237,50""	""1.237,50""	""1.237,50""	""0,00""
""VFA2101997""	""DE2000252""	""Sweco Belgium BV""	""SCA210527 21xLV5- 4009380189""	""""	""Irene Barten""	""30-11-2021""	""2021/11""	""12.073,74""	""12.073,74""	""12.073,74""	""0,00""
""VFA2101996""	""A0000""	""Aveco de Bondt B.V.""	""""	""""	""""	""30-11-2021""	""2021/11""	""1.980,00""	""2.395,80""	""2.395,80""	""0,00""
""VFA2101995""	""A0000""	""Aveco de Bondt B.V.""	""""	""""	""""	""30-11-2021""	""2021/11""	""5.760,00""	""6.969,60""	""6.969,60""	""0,00""
""VFA2101994""	""DE1600068""	""AKRON""	""""	""""	""Mirjam Stevens""	""30-11-2021""	""2021/11""	""1.012,50""	""1.012,50""	""1.012,50""	""0,00""
""VFA2101993""	""DE1600068""	""AKRON""	""SCA190343 ARCELORMITTAL GENT (Grens bewoners (stofmeting))""	""Windbol""	""George Boersma""	""29-11-2021""	""2021/11""	""131,00""	""131,00""	""131,00""	""0,00""
""VFA2101992""	""DE2100282""	""Ortageo""	""SCA210524 6x LV5 project 214843 Dokkum""	""""	""Irene Barten""	""29-11-2021""	""2021/11""	""4.039,20""	""4.887,43""	""4.887,43""	""0,00""
""VFA2101991""	""DE1900217""	""Nico Neppelenbroek""	""SCA180244 Grondwater meetpunten""	""""	""""	""25-11-2021""	""2021/11""	""-1.029,60""	""-1.245,82""	""-1.245,82""	""0,00""
""VFA2101990""	""DE1900217""	""Nico Neppelenbroek""	""SCA180244 Grondwater meetpunten""	""""	""""	""25-11-2021""	""2021/11""	""1.029,60""	""1.245,82""	""1.245,82""	""0,00""
""VFA2101989""	""DE1800176""	""Sweco Nederland B.V.""	""SCA210532 2xLV7""	""""	""Irene Barten""	""24-11-2021""	""2021/11""	""1.247,34""	""1.509,28""	""1.509,28""	""0,00""
""VFA2101988""	""DE2100269""	""Geofoxx B.V.""	""SCA210530 3xLV7 Westerpark-Breda""	""""	""Irene Barten""	""24-11-2021""	""2021/11""	""589,20""	""712,93""	""712,93""	""0,00""
""VFA2101987""	""DE1900227""	""Econsultancy (part of Sweco)""	""SCA190370 6x LV6 grondwatermonitoring keersluis te Limmel""	""""	""Irene Barten""	""24-11-2021""	""2021/11""	""622,80""	""753,59""	""753,59""	""0,00""
""VFA2101986""	""H0094""	""Marktkantine""	""SCA170109 Marktkantine, geluid""	""""	""Irene Barten""	""24-11-2021""	""2021/11""	""167,00""	""202,07""	""202,07""	""0,00""
""VFA2101985""	""DE1700140""	""Gemeente Breda""	""SCA170203 Geluidsmetingen Chasséveld & Breepark""	""""	""Irene Barten""	""24-11-2021""	""2021/11""	""11.353,56""	""13.737,81""	""13.737,81""	""0,00""
""VFA2101984""	""G0032""	""Gemeente Amersfoort""	""SCA170180 2xSP4;Geluidsmetingen Onze Lieve Vrouwe Kerkhof""	""""	""""	""24-11-2021""	""2021/11""	""1.307,16""	""1.581,66""	""1.581,66""	""0,00""
""VFA2101983""	""DE1900232""	""Nedmag B.V.""	""SCA200435 SPC""	""""	""Irene Barten""	""24-11-2021""	""2021/11""	""2.050,30""	""2.480,86""	""2.480,86""	""0,00""
""VFA2101982""	""G0027""	""Omgevingsdienst Haaglanden""	""SCA160016 Gemeente Delft, geluid binnenstad""	""""	""Sander den Houdijker""	""01-12-2021""	""2021/12""	""6.535,05""	""7.907,41""	""7.907,41""	""0,00""
""VFA2101981""	""DE1800176""	""Sweco Nederland B.V.""	""SCA200445 6x LV5 logger Willeskop""	""""	""""	""24-11-2021""	""2021/11""	""991,20""	""1.199,35""	""1.199,35""	""0,00""
""VFA2101980""	""DE1800176""	""Sweco Nederland B.V.""	""SCA200443 1x LV5 logger Arnhem""	""""	""""	""24-11-2021""	""2021/11""	""165,20""	""199,89""	""199,89""	""0,00""
""VFA2101979""	""DE1800176""	""Sweco Nederland B.V.""	""SCA200442 5x LV5 loggers Alkmaar""	""""	""""	""24-11-2021""	""2021/11""	""826,00""	""999,46""	""999,46""	""0,00""
""VFA2101978""	""DE1800176""	""Sweco Nederland B.V.""	""SCA200441 2x LV5 loggers Liessel""	""""	""""	""24-11-2021""	""2021/11""	""330,40""	""399,78""	""399,78""	""0,00""
""VFA2101977""	""DE1800176""	""Sweco Nederland B.V.""	""SCA200439 58x LV5 Project Bunschoten""	""""	""""	""24-11-2021""	""2021/11""	""7.173,60""	""8.680,06""	""8.680,06""	""0,00""
""VFA2101976""	""DE1800176""	""Sweco Nederland B.V.""	""SCA210531 13xLV7""	""""	""Irene Barten""	""23-11-2021""	""2021/11""	""9.049,60""	""10.950,02""	""10.950,02""	""0,00""
""VFA2101975""	""DE1600068""	""AKRON""	""SCA180224 D2S Internationaal -2xSPA-1xPSC""	""levering aan D2S International""	""George Boersma""	""23-11-2021""	""2021/11""	""2.919,00""	""2.919,00""	""2.919,00""	""0,00""
""VFA2101974""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA200429 2xLV6 portal -AVECO""	""""	""""	""23-11-2021""	""2021/11""	""-31,20""	""-37,75""	""-37,75""	""0,00""
""VFA2101973""	""DE1800176""	""Sweco Nederland B.V.""	""SCA210528 4xLV7""	""""	""Irene Barten""	""17-11-2021""	""2021/11""	""2.590,48""	""3.134,48""	""3.134,48""	""0,00""
""VFA2101972""	""A0000""	""Aveco de Bondt B.V.""	""""	""""	""Irene Barten""	""17-11-2021""	""2021/11""	""2.160,00""	""2.613,60""	""2.613,60""	""0,00""
""VFA2101971""	""DE2000234""	""Sustainder""	""SCA210514 Model CL1-B-geluid voor GERA""	""""	""George Boersma""	""17-11-2021""	""2021/11""	""3.080,00""	""3.726,80""	""3.726,80""	""0,00""
""VFA2101970""	""A0000""	""Aveco de Bondt B.V.""	""SCA170095 AVECO_portal-projectnummer 215753 250""	""""	""Hans Mulder""	""08-11-2021""	""2021/11""	""37.027,00""	""44.802,67""	""44.802,67""	""0,00""
""VFA2101969""	""DE1800176""	""Sweco Nederland B.V.""	""SCA210510 7xLV5+ 2xQU7""	""""	""Irene Barten""	""04-11-2021""	""2021/11""	""7.504,86""	""9.080,88""	""9.080,88""	""0,00""
""VFA2101968""	""DE2100260""	""Gemeente Aa en Hunze""	""SCA210529 BRO instandhouding""	""""	""Irene Barten""	""04-11-2021""	""2021/11""	""2.740,00""	""3.315,40""	""3.315,40""	""0,00""
""VFA2101967""	""A0008""	""LBP Sight""	""""	""""	""Irene Barten""	""04-11-2021""	""2021/11""	""230,00""	""278,30""	""278,30""	""0,00""
""VFA2101966""	""DE1600068""	""AKRON""	""SCA210519 Umicore""	""Umicore""	""George Boersma""	""02-11-2021""	""2021/11""	""13.561,75""	""13.561,75""	""13.561,75""	""0,00""
""VFA2101965""	""A0002""	""Alcedo Beheer BV""	""SCA210475 7xLV5""	""""	""Irene Barten""	""02-11-2021""	""2021/11""	""754,20""	""912,58""	""912,58""	""0,00""
""VFA2101964""	""DE1600068""	""AKRON""	""SCA210525 Horecasense Antwerpen""	""Horecasense Antwerpen""	""George Boersma""	""28-10-2021""	""2021/10""	""1.196,00""	""1.196,00""	""1.196,00""	""0,00""
""VFA2101963""	""DE1600068""	""AKRON""	""SCA180267 VAN MOER/antwerp east-2x SPA+2xSPC""	""vervanging voor msspai60339""	""George Boersma""	""28-10-2021""	""2021/10""	""2.919,00""	""2.919,00""	""2.919,00""	""0,00""
""VFA2101962""	""DE1600068""	""AKRON""	""""	""POE charger""	""George Boersma""	""28-10-2021""	""2021/10""	""76,00""	""76,00""	""76,00""	""0,00""
""VFA2101961""	""DE1800176""	""Sweco Nederland B.V.""	""""	""""	""Irene Barten""	""28-10-2021""	""2021/10""	""40,00""	""48,40""	""48,40""	""0,00""
""VFA2101960""	""DE1800176""	""Sweco Nederland B.V.""	""""	""""	""Irene Barten""	""28-10-2021""	""2021/10""	""100,00""	""121,00""	""121,00""	""0,00""
""VFA2101959""	""O0009""	""Sinus Messtechnik""	""""	""""	""George Boersma""	""28-10-2021""	""2021/10""	""180,00""	""180,00""	""180,00""	""0,00""
""VFA2101958""	""DE1700138""	""Gemeente Sittard-Geleen""	""SCA170178 Gemeente Sittard-Geleen""	""""	""Irene Barten""	""28-10-2021""	""2021/10""	""1.914,00""	""2.315,94""	""2.315,94""	""0,00""
""VFA2101957""	""G0014""	""Gemeente Amsterdam""	""""	""""	""George Boersma""	""30-12-2021""	""2021/12""	""9.000,00""	""10.890,00""	""10.890,00""	""0,00""
""VFA2101956""	""H0068""	""VZW Faculty Club""	""""	""Leuven""	""""	""27-10-2021""	""2021/10""	""170,00""	""170,00""	""170,00""	""0,00""
""VFA2101955""	""H0019""	""Huis der Rechten vzw""	""""	""""	""""	""27-10-2021""	""2021/10""	""170,00""	""170,00""	""170,00""	""0,00""
""VFA2101954""	""H0091""	""Ming en Partners bvba""	""""	""""	""""	""27-10-2021""	""2021/10""	""670,00""	""670,00""	""670,00""	""0,00""
""VFA2101953""	""DE1600068""	""AKRON""	""SCA210460 AKRON GENT 10x SPC""	""""	""George Boersma""	""21-10-2021""	""2021/10""	""-703,12""	""-703,12""	""-703,12""	""0,00""
""VFA2101952""	""A0008""	""LBP Sight""	""SCA210508 2xNP2-projectnummer = 010312aa""	""""	""Irene Barten""	""18-10-2021""	""2021/10""	""5.479,56""	""6.630,27""	""6.630,27""	""0,00""
""VFA2101951""	""A0000""	""Aveco de Bondt B.V.""	""""	""""	""Hans Mulder""	""18-10-2021""	""2021/10""	""16.500,50""	""19.965,61""	""19.965,61""	""0,00""
""VFA2101950""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA200424 25xLV5 Brabantse Delta""	""Aanbesteding waterschap brabantse delta.""	""""	""18-10-2021""	""2021/10""	""-120,00""	""-145,20""	""-145,20""	""0,00""
""VFA2101949""	""DE1700142""	""vzw Hal 5""	""""	""""	""""	""18-10-2021""	""2021/10""	""170,00""	""170,00""	""170,00""	""0,00""
""VFA2101948""	""DE1700081""	""Gemeente 's-Hertogenbosch""	""""	""""	""George Boersma""	""14-10-2021""	""2021/10""	""2.720,00""	""3.291,20""	""3.291,20""	""0,00""
